grid_lat,grid_lon,date,fire_count,frp_sum,frp_mean,frp_max,fire_occurred
30.0,74.375,2025-10-19,2,8.68,4.34,6.39,1
30.0,74.375,2025-10-20,1,2.43,2.43,2.43,1
30.0,74.375,2025-10-21,1,4.27,4.27,4.27,1
30.0,74.375,2025-10-22,6,54.84,9.14,21.79,1
30.0,74.375,2025-10-23,4,11.57,2.8925,4.91,1
30.0,74.375,2025-10-24,1,6.15,6.15,6.15,1
30.0,74.375,2025-10-25,2,4.3100000000000005,2.1550000000000002,2.21,1
30.0,74.375,2025-10-26,10,45.39,4.539,10.53,1
30.0,74.375,2025-10-27,1,3.99,3.99,3.99,1
30.0,74.375,2025-10-28,1,3.7,3.7,3.7,1
30.0,74.375,2025-10-29,1,8.27,8.27,8.27,1
30.0,74.375,2025-10-30,4,11.870000000000001,2.9675000000000002,3.6,1
30.0,74.375,2025-10-31,6,29.04,4.84,10.14,1
30.0,74.375,2025-11-01,13,42.129999999999995,3.2407692307692306,6.17,1
30.0,74.375,2025-11-02,8,51.410000000000004,6.4262500000000005,14.17,1
30.0,74.375,2025-11-03,6,26.93,4.488333333333333,6.16,1
30.0,74.375,2025-11-04,2,8.64,4.32,5.52,1
30.0,74.375,2025-11-05,7,39.79,5.684285714285714,21.89,1
30.0,74.375,2025-11-06,10,65.33,6.5329999999999995,14.3,1
30.0,74.375,2025-11-07,6,44.26,7.376666666666666,10.66,1
30.0,74.375,2025-11-08,8,55.870000000000005,6.983750000000001,13.97,1
30.0,74.375,2025-11-09,11,45.08,4.098181818181818,7.25,1
30.0,74.375,2025-11-10,15,50.79,3.386,13.84,1
30.0,74.375,2025-11-11,9,65.64,7.293333333333333,24.45,1
30.0,74.375,2025-11-13,9,41.14,4.571111111111112,7.87,1
30.0,74.375,2025-11-14,1,17.03,17.03,17.03,1
30.0,74.375,2025-11-15,6,17.54,2.9233333333333333,4.43,1
30.0,74.375,2025-11-16,11,33.07,3.0063636363636363,8.61,1
30.0,74.375,2025-11-17,3,14.149999999999999,4.716666666666666,7.08,1
30.0,74.375,2025-11-18,1,3.09,3.09,3.09,1
30.0,74.375,2025-11-19,6,14.51,2.4183333333333334,3.88,1
30.0,74.375,2025-11-20,1,7.53,7.53,7.53,1
30.0,74.375,2025-11-21,5,17.02,3.404,4.56,1
30.0,74.375,2025-11-22,2,7.59,3.795,5.18,1
30.0,74.375,2025-11-23,1,2.79,2.79,2.79,1
30.0,74.375,2025-11-25,3,11.17,3.723333333333333,4.59,1
30.0,74.375,2025-11-26,2,3.83,1.915,2.17,1
30.0,74.375,2025-11-27,7,205.85,29.407142857142855,46.01,1
30.0,74.375,2025-11-30,4,20.78,5.195,6.26,1
30.0,74.375,2025-12-05,1,1.98,1.98,1.98,1
30.0,74.375,2025-12-11,1,3.85,3.85,3.85,1
30.0,74.375,2025-12-13,1,4.82,4.82,4.82,1
30.0,75.0,2023-01-01,4,89.75999999999999,22.439999999999998,40.19,1
30.0,75.0,2023-01-02,32,375.95,11.7484375,31.83,1
30.0,75.0,2023-01-03,5,356.75,71.35,131.09,1
30.0,75.0,2023-01-04,21,159.89000000000001,7.6138095238095245,16.78,1
30.0,75.0,2023-01-05,5,69.69999999999999,13.939999999999998,18.49,1
30.0,75.0,2023-01-06,9,93.51,10.39,18.5,1
30.0,75.0,2023-01-07,26,397.54,15.290000000000001,54.26,1
30.0,75.0,2023-01-08,20,449.54,22.477,51.07,1
30.0,75.0,2023-01-09,7,87.27000000000001,12.467142857142859,18.19,1
30.0,75.0,2023-01-10,3,58.15,19.383333333333333,55.64,1
30.0,75.0,2023-01-11,8,71.85000000000001,8.981250000000001,16.62,1
30.0,75.0,2023-01-12,14,65.73,4.695,10.96,1
30.0,75.0,2023-01-13,27,340.19,12.59962962962963,47.74,1
30.0,75.0,2023-01-14,13,404.39,31.106923076923074,77.3,1
30.0,75.0,2023-01-15,4,80.07000000000001,20.017500000000002,26.31,1
30.0,75.0,2023-01-16,7,61.980000000000004,8.854285714285714,20.88,1
30.0,75.0,2023-01-17,6,41.879999999999995,6.9799999999999995,8.78,1
30.0,75.0,2023-01-18,2,53.650000000000006,26.825000000000003,29.21,1
30.0,75.0,2023-01-19,3,23.37,7.79,11.05,1
30.0,75.0,2023-01-20,3,29.62,9.873333333333333,17.23,1
30.0,75.0,2023-01-21,1,10.07,10.07,10.07,1
30.0,75.0,2023-01-22,1,6.32,6.32,6.32,1
30.0,75.0,2023-01-23,3,9.61,3.203333333333333,5.17,1
30.0,75.0,2023-01-26,1,0.79,0.79,0.79,1
30.0,75.0,2023-01-27,3,12.21,4.07,5.23,1
30.0,75.0,2023-01-28,3,4.4,1.4666666666666668,1.86,1
30.0,75.0,2023-01-30,1,0.93,0.93,0.93,1
30.0,75.0,2023-01-31,2,10.26,5.13,9.59,1
30.0,75.0,2023-02-02,3,43.67,14.556666666666667,34.85,1
30.0,75.0,2023-02-06,1,2.74,2.74,2.74,1
30.0,75.0,2023-02-12,2,6.07,3.035,3.82,1
30.0,75.0,2023-02-14,2,1.16,0.58,0.58,1
30.0,75.0,2023-02-17,1,0.93,0.93,0.93,1
30.0,75.0,2023-02-19,1,1.18,1.18,1.18,1
30.0,75.0,2023-02-21,3,9.75,3.25,4.9,1
30.0,75.0,2023-02-22,2,1.29,0.645,0.65,1
30.0,75.0,2023-02-23,3,7.51,2.5033333333333334,5.55,1
30.0,75.0,2023-02-24,1,0.57,0.57,0.57,1
30.0,75.0,2023-02-27,2,1.12,0.56,0.56,1
30.0,75.0,2023-02-28,2,1.5,0.75,0.79,1
30.0,75.0,2023-03-03,1,0.96,0.96,0.96,1
30.0,75.0,2023-03-04,1,1.17,1.17,1.17,1
30.0,75.0,2023-03-05,2,2.53,1.265,1.71,1
30.0,75.0,2023-03-06,1,0.91,0.91,0.91,1
30.0,75.0,2023-03-07,1,1.16,1.16,1.16,1
30.0,75.0,2023-03-09,2,16.71,8.355,10.69,1
30.0,75.0,2023-03-10,2,5.27,2.635,4.55,1
30.0,75.0,2023-03-12,4,4.62,1.155,1.53,1
30.0,75.0,2023-03-19,1,4.81,4.81,4.81,1
30.0,75.0,2023-03-22,5,30.060000000000002,6.0120000000000005,7.83,1
30.0,75.0,2023-03-28,4,3.48,0.87,1.06,1
30.0,75.0,2023-04-04,1,1.01,1.01,1.01,1
30.0,75.0,2023-04-05,2,77.7,38.85,38.85,1
30.0,75.0,2023-04-07,2,2.96,1.48,1.55,1
30.0,75.0,2023-04-13,9,135.18,15.020000000000001,25.01,1
30.0,75.0,2023-04-14,22,443.90999999999997,20.17772727272727,42.05,1
30.0,75.0,2023-04-15,5,121.57,24.314,51.73,1
30.0,75.0,2023-04-16,9,93.94,10.437777777777777,63.48,1
30.0,75.0,2023-04-17,11,102.06,9.27818181818182,16.25,1
30.0,75.0,2023-04-18,4,53.660000000000004,13.415000000000001,20.14,1
30.0,75.0,2023-04-19,17,117.55,6.914705882352941,13.79,1
30.0,75.0,2023-04-21,2,6.35,3.175,3.29,1
30.0,75.0,2023-04-22,3,10.870000000000001,3.6233333333333335,6.73,1
30.0,75.0,2023-04-23,1,8.25,8.25,8.25,1
30.0,75.0,2023-04-24,13,42.8,3.292307692307692,6.32,1
30.0,75.0,2023-04-25,11,22.34,2.0309090909090908,3.44,1
30.0,75.0,2023-04-26,1,1.15,1.15,1.15,1
30.0,75.0,2023-04-27,2,20.71,10.355,11.17,1
30.0,75.0,2023-04-30,1,2.45,2.45,2.45,1
30.0,75.0,2023-05-01,8,33.72,4.215,6.94,1
30.0,75.0,2023-05-02,27,151.78,5.6214814814814815,15.15,1
30.0,75.0,2023-05-04,36,153.66,4.2683333333333335,18.73,1
30.0,75.0,2023-05-05,94,240.24,2.5557446808510638,7.44,1
30.0,75.0,2023-05-06,48,259.8,5.4125000000000005,15.46,1
30.0,75.0,2023-05-07,55,330.77,6.013999999999999,15.0,1
30.0,75.0,2023-05-08,70,379.07,5.415285714285714,15.76,1
30.0,75.0,2023-05-09,33,322.93,9.785757575757575,33.05,1
30.0,75.0,2023-05-10,49,428.58,8.746530612244898,22.21,1
30.0,75.0,2023-05-11,62,621.27,10.020483870967741,54.35,1
30.0,75.0,2023-05-12,24,258.39,10.76625,24.83,1
30.0,75.0,2023-05-13,26,185.53,7.135769230769231,22.65,1
30.0,75.0,2023-05-14,8,58.56,7.32,12.49,1
30.0,75.0,2023-05-15,15,144.36,9.624,23.77,1
30.0,75.0,2023-05-16,20,146.49,7.3245000000000005,12.54,1
30.0,75.0,2023-05-17,7,155.54,22.22,36.43,1
30.0,75.0,2023-05-18,13,106.61999999999999,8.20153846153846,13.29,1
30.0,75.0,2023-05-19,7,87.88,12.554285714285713,17.55,1
30.0,75.0,2023-05-20,15,142.97,9.531333333333333,19.53,1
30.0,75.0,2023-05-21,21,225.38,10.732380952380952,19.55,1
30.0,75.0,2023-05-22,5,23.85,4.7700000000000005,9.35,1
30.0,75.0,2023-05-23,1,1.88,1.88,1.88,1
30.0,75.0,2023-05-24,17,91.59,5.3876470588235295,10.79,1
30.0,75.0,2023-05-27,12,56.69,4.724166666666666,17.82,1
30.0,75.0,2023-05-28,3,9.670000000000002,3.223333333333334,4.28,1
30.0,75.0,2023-06-02,6,75.93,12.655000000000001,23.69,1
30.0,75.0,2023-06-03,2,18.259999999999998,9.129999999999999,9.67,1
30.0,75.0,2023-06-04,1,14.14,14.14,14.14,1
30.0,75.0,2023-06-05,13,87.97,6.766923076923077,11.84,1
30.0,75.0,2023-06-06,9,52.43,5.825555555555556,11.7,1
30.0,75.0,2023-06-07,6,26.45,4.408333333333333,5.95,1
30.0,75.0,2023-06-08,3,48.08,16.026666666666667,34.58,1
30.0,75.0,2023-06-09,3,12.49,4.163333333333333,5.65,1
30.0,75.0,2023-06-11,4,16.96,4.24,6.39,1
30.0,75.0,2023-06-12,1,2.07,2.07,2.07,1
30.0,75.0,2023-06-13,3,14.25,4.75,5.85,1
30.0,75.0,2023-06-14,3,23.71,7.903333333333333,8.15,1
30.0,75.0,2023-06-15,2,15.76,7.88,7.88,1
30.0,75.0,2023-06-16,5,26.21,5.242,8.61,1
30.0,75.0,2023-06-18,2,10.45,5.225,6.81,1
30.0,75.0,2023-06-19,4,20.71,5.1775,14.19,1
30.0,75.0,2023-06-20,2,16.57,8.285,11.41,1
30.0,75.0,2023-06-21,8,45.370000000000005,5.671250000000001,13.23,1
30.0,75.0,2023-06-22,9,87.66,9.74,17.23,1
30.0,75.0,2023-06-23,2,15.45,7.725,8.86,1
30.0,75.0,2023-06-24,1,15.89,15.89,15.89,1
30.0,75.0,2023-06-27,10,136.16,13.616,40.5,1
30.0,75.0,2023-06-28,1,2.87,2.87,2.87,1
30.0,75.0,2023-06-29,3,12.969999999999999,4.323333333333333,9.37,1
30.0,75.0,2023-06-30,3,16.85,5.616666666666667,6.57,1
30.0,75.0,2023-07-01,3,15.05,5.016666666666667,5.41,1
30.0,75.0,2023-07-02,8,32.97,4.12125,5.92,1
30.0,75.0,2023-07-03,11,53.849999999999994,4.895454545454545,11.29,1
30.0,75.0,2023-07-04,3,85.64000000000001,28.54666666666667,38.95,1
30.0,75.0,2023-07-05,1,14.42,14.42,14.42,1
30.0,75.0,2023-07-06,7,64.62,9.231428571428571,12.1,1
30.0,75.0,2023-07-07,1,3.25,3.25,3.25,1
30.0,75.0,2023-07-08,2,2.7,1.35,1.35,1
30.0,75.0,2023-07-11,2,9.96,4.98,4.98,1
30.0,75.0,2023-07-12,2,22.490000000000002,11.245000000000001,13.26,1
30.0,75.0,2023-07-13,10,36.6,3.66,6.42,1
30.0,75.0,2023-07-14,2,6.63,3.315,3.76,1
30.0,75.0,2023-07-15,5,37.23,7.446,7.97,1
30.0,75.0,2023-07-16,2,11.629999999999999,5.8149999999999995,8.93,1
30.0,75.0,2023-07-17,3,9.379999999999999,3.1266666666666665,3.52,1
30.0,75.0,2023-07-18,4,9.84,2.46,3.81,1
30.0,75.0,2023-07-19,2,7.45,3.725,3.97,1
30.0,75.0,2023-07-20,3,13.94,4.6466666666666665,5.27,1
30.0,75.0,2023-07-21,1,2.96,2.96,2.96,1
30.0,75.0,2023-07-23,4,17.05,4.2625,5.48,1
30.0,75.0,2023-07-24,1,1.18,1.18,1.18,1
30.0,75.0,2023-07-25,1,2.1,2.1,2.1,1
30.0,75.0,2023-07-28,1,0.9,0.9,0.9,1
30.0,75.0,2023-07-31,1,4.33,4.33,4.33,1
30.0,75.0,2023-08-01,1,3.2,3.2,3.2,1
30.0,75.0,2023-08-02,1,0.45,0.45,0.45,1
30.0,75.0,2023-08-03,8,13.04,1.63,3.04,1
30.0,75.0,2023-08-06,1,1.08,1.08,1.08,1
30.0,75.0,2023-08-08,2,2.69,1.345,1.51,1
30.0,75.0,2023-08-09,3,8.9,2.966666666666667,3.68,1
30.0,75.0,2023-08-10,1,2.94,2.94,2.94,1
30.0,75.0,2023-08-11,2,1.85,0.925,1.0,1
30.0,75.0,2023-08-12,1,0.75,0.75,0.75,1
30.0,75.0,2023-08-13,1,3.98,3.98,3.98,1
30.0,75.0,2023-08-14,4,5.76,1.44,1.69,1
30.0,75.0,2023-08-15,2,3.4,1.7,1.7,1
30.0,75.0,2023-08-17,1,5.44,5.44,5.44,1
30.0,75.0,2023-08-20,1,1.07,1.07,1.07,1
30.0,75.0,2023-08-22,1,1.09,1.09,1.09,1
30.0,75.0,2023-08-24,4,16.9,4.225,5.71,1
30.0,75.0,2023-08-25,4,7.89,1.9725,3.08,1
30.0,75.0,2023-08-26,1,1.07,1.07,1.07,1
30.0,75.0,2023-08-27,1,0.96,0.96,0.96,1
30.0,75.0,2023-08-29,2,3.14,1.57,1.6,1
30.0,75.0,2023-08-30,3,20.97,6.989999999999999,11.16,1
30.0,75.0,2023-08-31,2,5.1899999999999995,2.5949999999999998,3.65,1
30.0,75.0,2023-09-01,1,1.07,1.07,1.07,1
30.0,75.0,2023-09-03,1,2.19,2.19,2.19,1
30.0,75.0,2023-09-04,3,5.94,1.9800000000000002,2.75,1
30.0,75.0,2023-09-06,2,4.82,2.41,2.41,1
30.0,75.0,2023-09-07,2,5.75,2.875,3.12,1
30.0,75.0,2023-09-08,2,3.17,1.585,1.75,1
30.0,75.0,2023-09-09,5,21.57,4.314,7.8,1
30.0,75.0,2023-09-10,1,1.3,1.3,1.3,1
30.0,75.0,2023-09-11,1,6.87,6.87,6.87,1
30.0,75.0,2023-09-12,1,6.86,6.86,6.86,1
30.0,75.0,2023-09-13,1,2.11,2.11,2.11,1
30.0,75.0,2023-09-14,2,7.29,3.645,3.88,1
30.0,75.0,2023-09-16,1,1.27,1.27,1.27,1
30.0,75.0,2023-09-20,1,4.95,4.95,4.95,1
30.0,75.0,2023-09-22,1,6.43,6.43,6.43,1
30.0,75.0,2023-09-24,1,1.23,1.23,1.23,1
30.0,75.0,2023-09-25,1,0.79,0.79,0.79,1
30.0,75.0,2023-09-27,2,4.13,2.065,3.1,1
30.0,75.0,2023-09-28,1,1.43,1.43,1.43,1
30.0,75.0,2023-09-29,2,4.9,2.45,2.61,1
30.0,75.0,2023-09-30,1,12.53,12.53,12.53,1
30.0,75.0,2023-10-02,2,10.35,5.175,8.78,1
30.0,75.0,2023-10-04,2,6.41,3.205,4.84,1
30.0,75.0,2023-10-05,4,13.290000000000001,3.3225000000000002,5.66,1
30.0,75.0,2023-10-06,4,4.88,1.22,1.86,1
30.0,75.0,2023-10-11,3,12.36,4.12,7.5,1
30.0,75.0,2023-10-12,7,21.57,3.0814285714285714,4.65,1
30.0,75.0,2023-10-13,2,4.85,2.425,2.9,1
30.0,75.0,2023-10-14,3,7.890000000000001,2.6300000000000003,5.79,1
30.0,75.0,2023-10-15,5,21.68,4.336,9.05,1
30.0,75.0,2023-10-18,1,2.09,2.09,2.09,1
30.0,75.0,2023-10-20,8,42.4,5.3,8.94,1
30.0,75.0,2023-10-21,2,14.52,7.26,12.01,1
30.0,75.0,2023-10-22,5,21.65,4.33,7.07,1
30.0,75.0,2023-10-23,1,10.45,10.45,10.45,1
30.0,75.0,2023-10-24,9,67.35,7.4833333333333325,13.63,1
30.0,75.0,2023-10-25,15,65.28999999999999,4.352666666666666,17.04,1
30.0,75.0,2023-10-26,27,122.83,4.54925925925926,11.63,1
30.0,75.0,2023-10-27,20,94.4,4.720000000000001,18.4,1
30.0,75.0,2023-10-28,6,28.75,4.791666666666667,7.13,1
30.0,75.0,2023-10-29,30,187.05,6.235,20.34,1
30.0,75.0,2023-10-30,33,218.04,6.607272727272727,36.93,1
30.0,75.0,2023-10-31,70,405.85,5.7978571428571435,24.58,1
30.0,75.0,2023-11-01,52,277.18,5.330384615384616,25.78,1
30.0,75.0,2023-11-02,1,0.6,0.6,0.6,1
30.0,75.0,2023-11-03,45,252.81,5.618,13.17,1
30.0,75.0,2023-11-04,85,638.28,7.509176470588235,30.15,1
30.0,75.0,2023-11-05,179,1240.35,6.929329608938547,55.92,1
30.0,75.0,2023-11-06,111,575.33,5.183153153153153,29.45,1
30.0,75.0,2023-11-07,85,557.76,6.5618823529411765,34.88,1
30.0,75.0,2023-11-08,71,503.26,7.088169014084507,30.13,1
30.0,75.0,2023-11-09,26,190.14000000000001,7.313076923076924,14.32,1
30.0,75.0,2023-11-10,1,0.89,0.89,0.89,1
30.0,75.0,2023-11-11,11,39.5,3.590909090909091,11.01,1
30.0,75.0,2023-11-12,71,476.96,6.717746478873239,34.82,1
30.0,75.0,2023-11-13,181,1071.41,5.919392265193371,24.26,1
30.0,75.0,2023-11-14,138,717.64,5.200289855072464,20.63,1
30.0,75.0,2023-11-15,146,833.13,5.706369863013698,17.73,1
30.0,75.0,2023-11-16,102,634.64,6.221960784313725,31.33,1
30.0,75.0,2023-11-17,49,337.5,6.887755102040816,42.11,1
30.0,75.0,2023-11-18,30,229.02,7.634,22.7,1
30.0,75.0,2023-11-19,23,115.89,5.038695652173913,13.76,1
30.0,75.0,2023-11-20,17,111.04,6.531764705882353,19.18,1
30.0,75.0,2023-11-21,31,158.24,5.104516129032258,21.89,1
30.0,75.0,2023-11-22,24,110.99,4.624583333333333,13.04,1
30.0,75.0,2023-11-23,6,19.490000000000002,3.2483333333333335,4.35,1
30.0,75.0,2023-11-24,1,2.88,2.88,2.88,1
30.0,75.0,2023-11-25,2,7.59,3.795,3.97,1
30.0,75.0,2023-11-26,4,15.629999999999999,3.9074999999999998,8.34,1
30.0,75.0,2023-11-28,4,15.530000000000001,3.8825000000000003,9.33,1
30.0,75.0,2023-11-29,5,23.49,4.6979999999999995,5.47,1
30.0,75.0,2023-11-30,5,18.11,3.622,7.87,1
30.0,75.0,2023-12-02,3,6.49,2.1633333333333336,3.63,1
30.0,75.0,2023-12-07,4,15.49,3.8725,6.73,1
30.0,75.0,2023-12-12,2,7.790000000000001,3.8950000000000005,5.44,1
30.0,75.0,2023-12-15,4,6.31,1.5775,3.23,1
30.0,75.0,2023-12-21,1,1.03,1.03,1.03,1
30.0,75.0,2023-12-22,1,0.8,0.8,0.8,1
30.0,75.0,2023-12-27,1,5.97,5.97,5.97,1
30.0,75.0,2024-01-04,6,35.32,5.886666666666667,11.29,1
30.0,75.0,2024-01-10,6,15.739999999999998,2.623333333333333,6.26,1
30.0,75.0,2024-01-11,3,11.2,3.733333333333333,4.78,1
30.0,75.0,2024-01-14,1,1.01,1.01,1.01,1
30.0,75.0,2024-01-16,1,1.41,1.41,1.41,1
30.0,75.0,2024-01-18,1,1.47,1.47,1.47,1
30.0,75.0,2024-01-22,1,0.59,0.59,0.59,1
30.0,75.0,2024-01-26,4,11.86,2.965,5.37,1
30.0,75.0,2024-01-27,1,5.24,5.24,5.24,1
30.0,75.0,2024-01-29,1,0.65,0.65,0.65,1
30.0,75.0,2024-02-01,1,1.11,1.11,1.11,1
30.0,75.0,2024-02-04,2,2.68,1.34,1.34,1
30.0,75.0,2024-02-05,2,5.99,2.995,3.64,1
30.0,75.0,2024-02-06,3,3.83,1.2766666666666666,1.34,1
30.0,75.0,2024-02-07,1,2.98,2.98,2.98,1
30.0,75.0,2024-02-08,2,4.46,2.23,2.23,1
30.0,75.0,2024-02-09,1,0.86,0.86,0.86,1
30.0,75.0,2024-02-10,1,1.76,1.76,1.76,1
30.0,75.0,2024-02-11,5,9.299999999999999,1.8599999999999999,2.42,1
30.0,75.0,2024-02-13,1,1.29,1.29,1.29,1
30.0,75.0,2024-02-14,2,1.98,0.99,1.22,1
30.0,75.0,2024-02-16,6,8.5,1.4166666666666667,3.56,1
30.0,75.0,2024-02-17,5,27.759999999999998,5.552,11.28,1
30.0,75.0,2024-02-18,1,1.3,1.3,1.3,1
30.0,75.0,2024-02-19,2,0.95,0.475,0.51,1
30.0,75.0,2024-02-20,2,9.04,4.52,7.38,1
30.0,75.0,2024-02-21,1,1.25,1.25,1.25,1
30.0,75.0,2024-02-22,3,4.9,1.6333333333333335,1.64,1
30.0,75.0,2024-02-23,2,2.02,1.01,1.01,1
30.0,75.0,2024-02-24,4,11.690000000000001,2.9225000000000003,6.17,1
30.0,75.0,2024-02-25,1,3.09,3.09,3.09,1
30.0,75.0,2024-02-27,2,2.77,1.385,2.15,1
30.0,75.0,2024-03-04,1,0.57,0.57,0.57,1
30.0,75.0,2024-03-07,1,0.82,0.82,0.82,1
30.0,75.0,2024-03-08,3,11.84,3.9466666666666668,5.64,1
30.0,75.0,2024-03-09,1,9.05,9.05,9.05,1
30.0,75.0,2024-03-10,1,1.29,1.29,1.29,1
30.0,75.0,2024-03-11,1,0.73,0.73,0.73,1
30.0,75.0,2024-03-13,1,0.63,0.63,0.63,1
30.0,75.0,2024-03-14,2,4.24,2.12,2.45,1
30.0,75.0,2024-03-15,4,17.33,4.3325,6.45,1
30.0,75.0,2024-03-16,2,37.160000000000004,18.580000000000002,23.6,1
30.0,75.0,2024-03-18,1,0.71,0.71,0.71,1
30.0,75.0,2024-03-19,1,3.39,3.39,3.39,1
30.0,75.0,2024-03-25,1,0.83,0.83,0.83,1
30.0,75.0,2024-03-28,1,3.46,3.46,3.46,1
30.0,75.0,2024-03-30,3,17.15,5.716666666666666,8.18,1
30.0,75.0,2024-04-01,2,3.15,1.575,1.63,1
30.0,75.0,2024-04-08,1,0.78,0.78,0.78,1
30.0,75.0,2024-04-10,2,29.34,14.67,16.64,1
30.0,75.0,2024-04-15,6,10.03,1.6716666666666666,3.45,1
30.0,75.0,2024-04-16,1,1.06,1.06,1.06,1
30.0,75.0,2024-04-18,2,2.66,1.33,1.5,1
30.0,75.0,2024-04-20,1,1.45,1.45,1.45,1
30.0,75.0,2024-04-22,1,1.41,1.41,1.41,1
30.0,75.0,2024-04-23,2,2.0,1.0,1.15,1
30.0,75.0,2024-04-24,2,12.63,6.315,7.48,1
30.0,75.0,2024-04-25,2,8.84,4.42,5.1,1
30.0,75.0,2024-04-26,6,13.93,2.3216666666666668,4.84,1
30.0,75.0,2024-04-27,10,42.59,4.259,7.47,1
30.0,75.0,2024-04-28,1,5.05,5.05,5.05,1
30.0,75.0,2024-04-29,3,19.7,6.566666666666666,16.84,1
30.0,75.0,2024-04-30,3,43.21,14.403333333333334,25.08,1
30.0,75.0,2024-05-01,54,268.13,4.96537037037037,24.16,1
30.0,75.0,2024-05-02,58,196.64,3.3903448275862065,8.7,1
30.0,75.0,2024-05-03,1,0.56,0.56,0.56,1
30.0,75.0,2024-05-04,25,318.57,12.742799999999999,27.98,1
30.0,75.0,2024-05-05,8,48.08,6.01,12.97,1
30.0,75.0,2024-05-06,39,506.52,12.987692307692308,33.08,1
30.0,75.0,2024-05-07,91,498.98,5.483296703296704,13.31,1
30.0,75.0,2024-05-08,75,325.71,4.3427999999999995,16.28,1
30.0,75.0,2024-05-09,57,304.82,5.347719298245614,15.45,1
30.0,75.0,2024-05-10,41,272.48,6.645853658536586,12.01,1
30.0,75.0,2024-05-11,5,24.65,4.93,9.75,1
30.0,75.0,2024-05-12,41,274.7,6.699999999999999,18.52,1
30.0,75.0,2024-05-13,41,306.18,7.4678048780487805,21.56,1
30.0,75.0,2024-05-14,21,136.37,6.493809523809524,11.67,1
30.0,75.0,2024-05-15,7,26.98,3.8542857142857145,7.87,1
30.0,75.0,2024-05-16,3,30.05,10.016666666666667,11.92,1
30.0,75.0,2024-05-17,16,213.14,13.32125,23.46,1
30.0,75.0,2024-05-18,10,43.370000000000005,4.337000000000001,8.91,1
30.0,75.0,2024-05-19,14,70.02,5.001428571428571,12.86,1
30.0,75.0,2024-05-20,3,49.959999999999994,16.653333333333332,25.57,1
30.0,75.0,2024-05-21,4,30.880000000000003,7.720000000000001,12.73,1
30.0,75.0,2024-05-22,3,18.81,6.27,7.71,1
30.0,75.0,2024-05-23,7,43.949999999999996,6.278571428571428,13.94,1
30.0,75.0,2024-05-24,2,8.16,4.08,5.41,1
30.0,75.0,2024-05-25,2,7.32,3.66,5.13,1
30.0,75.0,2024-05-26,1,3.49,3.49,3.49,1
30.0,75.0,2024-05-29,15,201.94,13.462666666666667,35.3,1
30.0,75.0,2024-06-05,6,84.57000000000001,14.095,35.52,1
30.0,75.0,2024-06-06,2,9.94,4.97,4.97,1
30.0,75.0,2024-06-07,1,6.98,6.98,6.98,1
30.0,75.0,2024-06-08,2,6.59,3.295,3.68,1
30.0,75.0,2024-06-09,1,3.61,3.61,3.61,1
30.0,75.0,2024-06-11,1,6.06,6.06,6.06,1
30.0,75.0,2024-06-12,1,2.92,2.92,2.92,1
30.0,75.0,2024-06-13,6,33.800000000000004,5.633333333333334,7.62,1
30.0,75.0,2024-06-15,2,2.48,1.24,1.24,1
30.0,75.0,2024-06-16,1,0.83,0.83,0.83,1
30.0,75.0,2024-06-23,3,5.640000000000001,1.8800000000000001,2.72,1
30.0,75.0,2024-06-29,1,3.9,3.9,3.9,1
30.0,75.0,2024-07-09,2,1.56,0.78,0.78,1
30.0,75.0,2024-07-18,1,0.92,0.92,0.92,1
30.0,75.0,2024-08-12,1,1.88,1.88,1.88,1
30.0,75.0,2024-08-19,4,16.23,4.0575,5.75,1
30.0,75.0,2024-08-20,1,1.02,1.02,1.02,1
30.0,75.0,2024-08-29,2,3.5,1.75,1.75,1
30.0,75.0,2024-08-30,2,5.83,2.915,4.9,1
30.0,75.0,2024-09-01,15,140.46,9.364,30.77,1
30.0,75.0,2024-09-02,4,46.2,11.55,11.76,1
30.0,75.0,2024-09-05,1,0.23,0.23,0.23,1
30.0,75.0,2024-09-06,1,0.78,0.78,0.78,1
30.0,75.0,2024-09-13,1,0.97,0.97,0.97,1
30.0,75.0,2024-09-14,3,7.23,2.41,4.16,1
30.0,75.0,2024-09-15,2,5.84,2.92,3.66,1
30.0,75.0,2024-09-27,1,0.88,0.88,0.88,1
30.0,75.0,2024-10-05,1,2.24,2.24,2.24,1
30.0,75.0,2024-10-06,1,2.37,2.37,2.37,1
30.0,75.0,2024-10-07,4,16.27,4.0675,5.06,1
30.0,75.0,2024-10-13,1,3.77,3.77,3.77,1
30.0,75.0,2024-10-17,1,4.02,4.02,4.02,1
30.0,75.0,2024-10-18,1,3.73,3.73,3.73,1
30.0,75.0,2024-10-22,2,11.719999999999999,5.859999999999999,6.06,1
30.0,75.0,2024-10-23,17,62.68,3.6870588235294117,5.76,1
30.0,75.0,2024-10-24,1,12.66,12.66,12.66,1
30.0,75.0,2024-10-25,1,5.06,5.06,5.06,1
30.0,75.0,2024-10-27,3,36.41,12.136666666666665,17.83,1
30.0,75.0,2024-10-28,13,98.15,7.550000000000001,36.49,1
30.0,75.0,2024-10-29,7,44.89,6.412857142857143,14.19,1
30.0,75.0,2024-10-30,7,38.81,5.5442857142857145,12.8,1
30.0,75.0,2024-10-31,28,148.66,5.309285714285714,16.42,1
30.0,75.0,2024-11-01,25,191.11,7.644400000000001,38.87,1
